ID,CU,G,ED,EC,E,M1,M2,M3,M4,M5,M6,D1,D2,D3,D4,D5,D6,P1,P2,P3,P4,P5,P6,SP
26192,8000,F,1,Soltero,31,0,0,0,0,0,0,6861.3,6974.4,7031.3,7163.6,5247.1,5331.6,260,300,300,200,200,245.4,No
26193,20000,F,2,Casado,29,-2,-2,-2,-2,-2,-2,835,1413.9,358,638.6,86.8,1041.5,1418.5,742.5,638.6,86.8,1064.7,432,Si
26194,9000,F,3,Casado,47,0,0,0,0,0,0,8419.5,8679.5,8888.4,8216.3,2260.1,2202.9,400.1,440,356.6,769.4,100,100,No
26195,16000,F,3,Casado,45,-2,-2,-2,-2,-2,-2,286.9,235.7,560.8,185.1,280.1,326.8,236.1,560.8,185.1,280.1,326.8,209.6,No
26196,18000,F,1,Soltero,27,1,-1,-1,-1,-1,-2,0,153,0,161,0,0,153,0,161,0,0,0,No
26197,31000,F,2,Casado,33,0,0,0,0,0,0,8651.3,8240.6,8196.4,7492.7,7163.6,6640.9,400,350.5,350,200,220,300,No
26198,28000,F,4,Soltero,29,0,0,0,0,-2,-2,456.7,572.4,718.4,0,0,0,250,300,0,0,0,0,No
26199,9000,F,2,Soltero,43,0,0,2,0,0,0,1750.3,2089.8,2026.3,2014.5,2484.5,2374.5,400,0,300,800,500,500,No
26200,21000,F,2,Soltero,39,0,0,0,0,0,0,19397.6,19636.1,20059,20449.4,20899,21403.1,710,740,730,770,860,581.6,No
26201,20000,F,1,Soltero,27,-1,-1,-2,-2,-1,-1,13.4,0,0,0,10.1,0,0,0,0,10.1,0,0,No
26202,7000,F,2,Casado,48,0,0,0,0,0,0,2074.4,2209.3,2343.2,2421.7,1910.8,1964.9,200,200,150,100,100,100,No
26203,32000,F,2,Soltero,31,-2,-2,-2,-2,-2,-2,361.5,370.7,540.6,314.4,164.4,192.5,370.7,540.6,315.7,164.4,192.5,0,No
26204,21000,F,1,Soltero,33,-2,-2,-2,-2,-2,-2,172.3,0,0,0,0,0,0,0,0,0,0,0,No
26205,13000,F,1,Soltero,27,0,0,0,0,0,0,3648.7,3702.9,3559.5,3620,3408.1,3154.2,300,300,300,200,300,300,No
26206,8000,F,2,Casado,27,-1,-1,-1,-1,-1,-2,39,39,0,78,0,0,39,39,78,0,0,0,No
26207,37000,F,2,Casado,47,-2,-2,-2,-2,-2,-1,185.9,223.2,455.6,433.3,250.4,343.1,224.3,457.8,435.4,251.6,343.8,3746.7,No
26208,18000,F,3,Casado,36,0,0,0,-1,0,0,891.1,583.8,-0.2,12044.2,9043,9232.5,103.4,0.2,12044.4,323.6,335.2,389.7,No
26209,31000,F,1,Casado,43,0,0,0,0,0,0,6614,6663.7,6813.1,6858.5,6865.7,5545.7,600,1000,301.8,400,300,300,No
26210,28000,F,2,Soltero,27,1,-2,-2,-1,-1,-1,0,0,0,47.9,246.3,145.7,0,0,47.9,247.7,146.7,57.4,No
26211,15000,F,2,Casado,27,-1,-1,0,0,0,0,110.8,14381.3,14935,14998.4,13061,12179.3,14731.4,775.2,604.6,275.3,558.3,670,No
26212,18000,F,1,Casado,29,1,2,0,0,0,0,3653.7,3565.5,3776.7,3906.5,4196.7,4318.9,0,300,200,350,350,590,No
26213,14000,F,1,Soltero,31,-1,-1,-1,-1,-1,-1,769.5,168,177.1,550,361.5,70,168,177.1,550,361.5,70,140.4,No
26214,43000,F,1,Soltero,34,-1,-1,-1,2,-1,-1,18,165.4,1571.8,737,442.3,254.4,166.2,1578.3,5.2,444.5,255.6,332.1,No
26215,36000,F,1,Soltero,37,-2,-2,-2,-2,-2,-2,26.8,25707.4,6645.8,0,0,0,26041.6,7220,0,0,0,0,No
26216,24000,F,1,Casado,42,-1,2,-1,-1,0,-1,210.8,138.6,1760.1,141,70.5,70.5,0,1760.1,211.5,0,70.5,400,No
26217,14000,F,2,Soltero,30,3,2,2,2,-1,-1,304.3,416.8,142,0,4.9,4.9,142.3,0.2,0,4.9,0,0,Si
26218,20000,F,1,Casado,34,-1,2,-1,0,0,0,86,43,313,758.5,1105.6,9745.1,0,313,500,400,9000,1500,No
26219,8000,F,2,Casado,37,0,0,0,0,0,0,8121.8,7407.3,6876.3,6919.2,7057.4,7047,252.7,369.1,233.7,251.2,274.3,246.3,Si
26220,10000,F,2,Soltero,38,0,0,0,0,0,0,9670.7,8984.2,8266.9,7001.8,5784.7,4361.8,407,402.5,251.1,152.3,129.2,123.6,No
26221,21000,F,1,Casado,40,-1,-1,-1,-1,-1,-1,31.6,31.6,31.6,31.6,31.6,87.6,31.6,31.6,31.6,31.6,87.6,102.6,No
26222,25000,F,2,Casado,37,1,-2,-1,-1,-1,-1,0,0,973.7,79,2075,0,0,973.7,79,2075,0,0,No
26223,5000,F,3,Casado,38,0,0,0,0,0,0,5031.2,5014.5,4938.6,1981.8,1854,1910.9,600,312,430,100,100,100,No
26224,40000,F,1,Casado,28,-1,-1,-1,-1,-1,0,871.6,21.1,416.8,404.9,456.6,257.8,21.1,418.8,406.1,458.6,1.2,383.7,No
26225,15000,F,2,Soltero,37,0,0,0,0,0,0,603.9,583.7,877,874,232.3,530.7,300,301.4,308.6,200,300.3,300,No
26226,28000,F,2,Soltero,39,0,0,0,0,0,0,12399.7,12627.2,12695.3,10655.1,9959.2,10060.7,560,540,500.6,325,340,350,No
26227,10000,F,2,Casado,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
26228,61000,F,1,Soltero,38,0,0,0,0,0,0,60859.4,62447.5,63204.1,51657.5,45484.5,45659.6,2686.8,2237.5,1722.1,1530,1600,1800,No
26229,12000,F,2,Soltero,30,0,0,0,0,0,0,12128,12317.6,12190.7,12394.9,11243,11432.2,602.6,600,630,400,430,432.2,No
26230,18000,F,2,Soltero,44,0,0,0,0,0,0,2361.1,2465.1,2563.1,2360.9,2452.9,2509.5,143.6,141.6,215,150,100,100,No
26231,27000,F,3,Casado,47,-1,-1,-1,2,2,-2,12.3,12.3,12.3,12.3,0,0,12.3,12.3,0,0,0,0,Si
26232,11000,F,3,Casado,36,0,0,0,0,0,0,11409.7,10960.9,8737.4,4952.5,4922.5,4896.8,562,986,174.1,170.2,173.6,189.4,No
26233,9000,F,3,Casado,40,0,0,0,0,0,0,9048.3,9094.4,9072,8273.5,5018.5,5056.3,400,370,353.4,200,182,220,No
26234,12000,F,1,Soltero,48,0,0,0,0,-2,-1,9618.3,9957.5,10265,0,0,3090,500,500,0,0,3090,3090,No
26235,5000,F,3,Casado,35,2,2,4,3,2,0,4811.5,5301.9,5192.4,5079.4,4937.6,5018.5,600,0,0.1,0.1,191.5,200,Si
26236,16000,F,3,Soltero,32,-1,-1,-1,-1,-1,-1,137.5,350.3,268.8,214.2,713.9,187.2,364.5,268.8,214.2,713.9,187.2,1057.3,Si
26237,50000,F,2,Casado,48,0,0,0,0,0,0,7964,7536.2,7354.7,4727.4,4645.4,4190.6,301.7,302,201,203.5,301.4,304.5,No
26238,44000,F,2,Soltero,28,0,0,0,0,0,0,41296.2,40981.2,39325.5,37020.2,25838.7,25574,1500,2000,1530.5,1007,1503.7,1005.2,No
26239,33000,F,2,Casado,31,-1,0,-1,-1,-1,-1,173.2,134.9,136.6,138.3,138.3,138.3,100,140,140,138.3,138.3,85.1,No
26240,20000,F,2,Soltero,33,0,0,0,0,0,0,6493.2,6622.3,6826.1,6913.3,7068.9,7220.1,236.5,310,260,270,280,270,No
26241,25000,F,2,Soltero,33,0,0,0,0,0,0,14793.4,14948.5,15267.8,15733.7,15971.9,16364.9,550,560,720,650,650,600,No
26242,14000,F,2,Casado,37,0,0,0,0,0,0,5808.1,5101.3,5434.3,2753.7,975.1,1256.9,500,500,500,300,300,500,No
26243,26000,F,1,Casado,36,0,0,0,0,0,0,20375.5,21066.8,18286.3,16643.7,18400,14651.8,1500,1000,1500,2000,500,2000,No
26244,6000,F,1,Casado,45,1,2,0,0,2,0,5836,5683.4,5832.2,5978.1,817.7,775.7,0,300,310,0,100,50,Si
26245,50000,F,1,Casado,37,0,0,0,0,0,0,50136.9,50575.3,39552.2,31231.5,26574.2,24886.6,1720.4,1317.3,1014.3,751.9,886.6,715.4,No
26246,13000,F,2,Soltero,30,0,0,0,0,0,0,11483.8,11122.6,10430.1,8413.2,7904.3,7820.5,422.4,441.5,360,580,200,200.5,No
26247,8000,F,2,Casado,30,1,2,2,2,0,0,6994.2,6821.9,7568.8,7356.3,4325.5,3585.2,0,860,0,160,130,130,Si
26248,15000,F,2,Soltero,44,0,0,0,0,0,0,3705,3947.1,4151.5,4387.9,4444.6,4539.4,300,263.6,300,152.8,160,200,No
26249,12000,F,1,Casado,31,-1,-1,-1,-1,-1,-1,168,1774.9,474.8,700.2,20.2,34.5,1774.9,474.8,702,55.9,50,166,No
26250,9000,F,1,Soltero,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
26251,21000,F,1,0,31,-1,-1,-1,0,0,0,133.2,382.5,3351.5,7807.5,10937.4,10886.9,384.8,3351.5,4807.5,3937.4,100,135.7,No
26252,28000,F,1,Casado,45,-2,-2,-2,-2,-2,-2,2657.3,1759.7,2228.4,2023.2,1756.7,2002.7,1838.8,2230.2,2027.4,1756.7,2002.7,1702.5,No
26253,24000,F,1,Soltero,28,-2,-2,-2,-2,-2,-2,198.1,-207.6,-207.6,-207.6,-207.6,-25.3,0,0,0,0,182.3,0,No
26254,23000,F,2,Soltero,29,-2,-1,-1,-1,-1,-1,0,437.5,122.5,40.1,246,80.4,437.5,122.5,40.1,246,80.4,70.8,No
26255,3000,F,2,Casado,29,0,0,0,0,0,-1,2862,2827.6,2884.1,2854.7,1158.1,1794.3,145.3,170,100,23.2,1794.3,0,No
26256,6000,F,2,Casado,29,0,0,0,0,0,0,6357.8,6134.7,5713.8,5102.6,2421.3,529.5,218.8,228.5,142.9,16.9,42.6,2935,No
26257,36000,F,1,Casado,30,-1,0,-1,-1,-1,-1,1339.5,2832.7,625.7,296.7,155,0,2046,625.7,296.7,155,0,155,No
26258,9000,F,1,Soltero,33,0,0,0,0,0,0,5593.7,5710.7,5975.3,6175.5,6362.9,5442.3,210,400,300,300,232.3,200,No
26259,18000,F,1,Casado,33,-1,-1,-1,-1,-1,-1,452,144.9,173,221.5,152.5,105,145.3,173.1,221.5,152.5,105,144,No
26260,1000,F,3,Casado,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
26261,21000,F,1,Casado,34,-1,-1,-1,-1,-2,-2,250.1,63.9,69.9,0,0,0,63.9,69.9,0,0,0,0,Si
26262,3000,F,1,Casado,34,-2,-2,-2,-2,-2,-2,327.5,500,523.5,500,210,197,500,523.5,500,210,197,200,No
26263,20000,F,1,Soltero,34,-1,-1,-1,-1,0,0,817.7,198.9,38.2,1038.3,703,0,245.3,38.2,1038.3,0,303.6,0,No
26264,9000,F,2,Casado,32,0,0,0,0,0,0,8872.9,8853.3,9100.1,9066.1,5162,5266.8,350,390.8,432.8,210,250,130.8,No
26265,5000,F,3,Casado,44,0,0,0,0,0,0,4585.8,4631.5,4743.5,4829,4925.7,4934.5,200,186.5,172,168.7,173.2,200.7,No
26266,3000,F,2,Casado,46,1,2,0,0,0,0,2684,2531.1,2590.6,2549.4,2498.6,2491.5,0,180.4,120,50,73.7,0,No
26267,22000,F,1,Soltero,35,-1,-1,-1,-1,-1,-1,556.4,744.3,557.2,557.2,557.2,577.4,747.9,560,560,560,580.2,327.9,No
26268,50000,F,2,Casado,46,0,0,-1,-1,0,0,1640,88.6,2180.3,9018.2,7931,6838,88.6,2183.1,9018.2,250,238,277.2,No
26269,6000,F,3,Casado,47,0,0,0,0,0,0,3386.7,3530.3,3603.2,3743.1,3786.3,3895.4,200,160.1,200,135.4,170,101,No
26270,11000,F,2,Casado,41,0,0,0,0,0,0,10474,10216.5,9816,5725.7,5486.3,5351,500,504.5,702.1,700,500,300,No
26271,36000,F,3,Casado,43,-2,-2,-1,-1,-2,-2,439.2,0,205,75.4,0,0,0,205,75.4,0,0,173.8,Si
26272,3000,F,3,Soltero,42,0,0,0,2,0,0,2630,2629.5,2616.7,2541.3,2512.2,2044.8,170,310.2,100,101.5,70,100,No
26273,30000,F,2,Casado,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
26274,49000,F,1,Casado,36,-2,-2,-2,-2,-2,-2,188.6,944.4,318,771.5,650.7,342.4,948,318.2,777.9,651.7,343.4,513.2,No
26275,21000,F,1,Casado,36,-1,-1,0,0,-1,-1,163,2590.3,2131.3,0,151.5,55.6,2590.3,100,0,151.5,55.6,1996.4,No
26276,28000,F,1,Casado,37,-1,-1,-1,-1,0,0,73.3,16.8,78.6,102.8,88.9,69.8,16.8,78.6,102.8,69.8,0,0,No
26277,6000,F,2,Casado,36,-1,2,2,2,2,2,157.7,249.8,330.9,360.6,340,384.4,110,100,50,0,50,0,No
26278,49000,F,2,Casado,38,-2,-2,-2,-2,-2,-2,0,0,0,0,16.3,125.6,0,0,0,16.3,125.6,100,No
26279,5000,F,3,Casado,45,0,0,0,0,0,0,415.1,516.2,618.4,719.4,733.6,749,108.8,111,112,26.2,27.2,27.3,Si
26280,20000,F,2,Casado,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,286.5,No
26281,7000,F,1,Soltero,43,3,2,2,2,0,0,5699.4,5796.4,5945.2,5777.1,4404.3,4517.5,250,300,1.7,200,200,200,No
26282,26000,F,2,Soltero,29,0,0,0,0,0,0,1649.6,1561,748.6,569.2,520.6,615.9,802.7,300,300,300,100,200,No
26283,46000,F,2,Casado,40,0,0,0,0,0,0,13310.2,12695.6,12675.8,12185.7,12283,9021.9,501.5,503.2,440.7,404,300.1,310.9,No
26284,20000,F,3,Casado,41,-1,-1,-1,-1,-1,2,300,18.7,130.6,314.2,333.2,168.6,18.7,130.6,333.2,168.6,0,149.6,No
26285,32000,F,2,Casado,42,-1,-1,-2,-2,-2,-2,814.4,0,0,0,0,0,0,0,0,0,0,0,Si
26286,23000,F,3,Otros,48,0,0,0,0,0,0,4113.4,5037.9,5455.6,5862.4,5984.8,6882.8,1000,500,500,219.7,1000,500,No
26287,35000,F,1,Casado,30,0,0,0,0,0,0,4354.8,3987.3,5244.9,5358.1,4532,4342.1,1500,1500,600,101.3,144.5,500,No
26288,23000,F,1,Casado,31,0,0,0,0,0,0,1570.4,1195.2,1344.2,1616.4,990.8,959.2,200,200,341.8,0,0,0,No
26289,2000,F,3,Soltero,47,1,2,0,0,0,0,1628.9,1573.5,1816.4,1914.3,2014.3,2044.6,0,300,160,160,180,100,Si
26290,23000,F,2,Casado,43,0,0,0,0,0,0,4143.5,4210.6,4353.2,4450.4,4426.7,4556.4,167.4,300,201.1,157.4,200,200,No
26291,8000,F,2,Casado,35,0,0,-1,-1,-1,-1,1523.4,1537.2,278.3,250.1,0,19.4,300,278.3,250.1,0,19.4,75.6,No
26292,11000,F,2,Casado,40,0,0,0,0,0,0,9346.6,8774.8,10951.7,10740.3,8179.4,7846.3,443.8,7600,500,400,300,500,No
26293,36000,F,1,Casado,30,-2,-2,-1,-1,-1,-1,32.3,198.6,19.6,285.5,0,46.3,198.6,19.6,285.5,0,46.3,43,No
26294,8000,F,2,Soltero,34,1,-2,-1,-1,-1,0,-0.3,-0.3,126.6,134.7,249.5,124.8,0,126.9,135.1,249.8,0.3,0,No
26295,35000,F,2,Casado,35,-1,-1,2,-1,-1,-1,43.9,88.4,42.1,26.7,57.5,93.2,88.4,0,26.7,57.5,93.2,0,Si
26296,7000,F,2,Casado,47,0,0,0,0,0,-2,13680.9,11881.1,5295.3,5369.6,1179,1204.5,315.8,1000,244.6,1179,43,42.3,No
26297,36000,F,3,Soltero,29,-1,-1,-1,-1,0,0,488.7,498.2,485.1,325.5,825.5,841.1,500.5,485.1,478.4,500,300,200,No
26298,24000,F,1,Casado,32,2,2,2,2,2,2,20936.8,20450.1,22313.7,22647,22970.6,23488.9,0,2200,850,850,900,0,Si
26299,8000,F,2,Soltero,34,0,0,0,0,0,0,6455.3,5248.4,4104.8,3178.6,2910.5,2829.4,178.4,187.4,200,101.1,110,115.4,No
26300,14000,F,2,Soltero,29,0,0,0,2,0,0,6202.3,6172.9,6789.1,6586.1,6484.8,6493.6,300,860,0.6,250,250,250,No
26301,5000,F,1,Soltero,33,2,2,0,0,-1,0,6067.9,5494.7,5442.5,4831.3,1939.9,1980.4,0,450,120,7194.1,61.9,56.3,Si
26302,13000,F,3,Soltero,35,0,0,0,0,0,0,392.9,485.7,577.1,865.9,1050.3,1132.9,100,100,300,200,100,100,No
26303,16000,F,2,Soltero,44,0,0,0,0,0,0,11880.9,12532.3,17044.9,9673.9,12613.9,15488.4,1000,5000,2000,3000,3000,500,No
26304,16000,F,2,Casado,42,2,2,-2,-2,-2,-2,34.6,0,0,0,0,0,0,0,0,0,0,0,No
26305,9000,F,1,Soltero,29,0,0,0,0,0,0,892.7,912.4,1022,1204.4,2784.7,825.1,800,1000,1001.6,2500,800,2600,No
26306,5000,F,2,Casado,42,0,0,0,0,0,0,4107.7,4207.2,4341.4,4412.6,4500.4,4610,168.1,202.3,173.5,161.3,182.3,205.3,No
26307,21000,F,1,Soltero,29,-1,-1,-1,-1,-1,2,87.1,2737.1,87.1,87.1,204.2,102.1,2737.1,87.1,87.1,204.2,0,166.6,No
26308,2000,F,1,Soltero,29,2,0,0,0,0,0,1503.7,1607.8,1721,1809.8,1884.3,1958.6,160,170,150,100,100,50,Si
26309,20000,F,1,Soltero,29,-1,-1,-1,-1,-1,-1,354,291.4,360.1,171.7,3061.6,2284.9,302.8,391.9,172.6,3080.2,2296.3,133.5,No
26310,23000,F,1,Casado,31,-1,-1,-2,-1,-1,-1,62.3,0,0,110,0,138.3,0,0,110,0,138.3,90.5,No
26311,15000,F,3,Casado,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
26312,21000,F,2,Soltero,28,-2,-2,-2,-2,-2,-2,0,0,0,157.7,0,0,0,0,157.7,0,0,0,No
26313,29000,F,1,Casado,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
26314,26000,F,3,Casado,34,2,2,0,0,2,2,11870.6,11530.8,12306.9,12906,13168.2,13565.6,0,967,956.1,625,625,625,Si
26315,2000,F,2,Casado,29,0,0,2,2,2,2,966.5,1218.6,1170,1347.4,1300.6,1374.3,270,0,200,0,105.5,0,Si
26316,18000,F,3,Casado,47,-1,-1,-1,-2,-2,-2,373.5,340.4,714.1,130.4,153.4,239.5,340.4,714.1,130.4,153.4,239.5,609,Si
26317,10000,F,6,Casado,29,0,0,0,0,0,0,9930.2,8340.3,5808.3,8834.4,4944.3,2315.9,571.2,350.3,5900,160,100,100,No
26318,28000,F,2,Casado,38,0,0,0,0,0,0,23658.3,23099,17366.8,17747.5,17156.6,17550,1000,600,600,600,600,500,No
26319,10000,F,2,Casado,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
26320,10000,F,2,Casado,35,-2,-2,-2,-2,-2,-2,383.5,189.1,179.9,172.8,600,0,189.1,179.9,172.8,600,0,33,No
26321,3000,F,1,Soltero,30,0,0,0,0,0,0,448,838.1,1208.5,1678.8,1838.8,2322.8,400,500,500,200,500,50,No
26322,16000,F,2,Casado,44,-1,-1,-2,-2,-2,-2,122.4,0,0,0,0,0,0,0,0,0,0,0,Si
26323,36000,F,1,Soltero,36,0,0,0,0,0,2,30871.1,30559.4,30617.6,30464.5,31511.8,31578.2,1100,1300,1101.9,2300,1330,0.3,No
26324,45000,F,1,Soltero,36,-1,-1,-1,-2,-2,-2,186.6,457.5,0,0,0,0,457.9,0,0,0,0,0,No
26325,38000,F,1,Soltero,40,0,-1,-1,-1,-1,0,436.6,256.6,417.4,-19.2,1501.1,1299,256.6,417.4,19.2,1635,200,5550,Si
26326,12000,F,2,Casado,42,-2,-2,-2,-2,-2,-2,0,33.8,48.8,13.7,32.4,47.1,33.8,48.8,13.7,32.4,47.1,0,No
26327,16000,F,1,Casado,47,1,2,0,0,2,0,8900.6,8669.4,8889.8,9428.9,9187.5,9440.5,0,450,780,0,400,370,Si
26328,5000,F,1,Soltero,33,0,0,2,2,2,2,2512.3,2777.3,2862.7,3270.8,3188.6,3380.8,340,160,490,0,260,150,Si
26329,17000,F,2,Soltero,34,0,0,0,0,-1,0,8523.5,8146.2,5980,2065,12760.1,12177.4,500,340,300,12760.1,460,510,No
26330,35000,F,2,Soltero,34,1,-1,2,-1,0,-1,-2,63,63,1572.2,200.3,726.4,65,0,1578.8,1,729.9,1398,No
26331,18000,F,2,Casado,48,-2,-1,-1,-1,-1,-1,-1.5,211.6,149.4,778,841.6,0,213.1,149.4,778,841.6,0,131.6,No
26332,10000,F,1,Casado,38,0,0,0,0,0,0,6891.6,6676.2,6856.6,6513.2,4873.8,5102,300,500,243.6,300,300,200,No
26333,5000,F,1,Soltero,26,0,0,-1,0,0,-1,404.1,134.3,217.4,347.9,300.6,81,120,250,300,100,90,4857.8,No
26334,18000,F,1,Soltero,30,-2,-2,-2,-2,-2,-2,5005.5,532,975.8,649.4,3283,326.7,532,1000.8,650,3283,326.7,265,No
26335,15000,F,1,Soltero,31,1,-2,-2,-2,-2,-2,-51.2,-51.2,-51.2,-51.2,-50.8,-91.3,0,0,0,0.4,0,0,No
26336,30000,F,1,Soltero,32,-2,-2,-2,-2,-2,-2,88,78.8,1074.2,134.9,1052.2,0,78.8,1077.4,135.3,1052.2,0,337.6,Si
26337,35000,F,1,Soltero,33,0,0,0,0,0,0,30394.9,29842.1,24712.5,22822.9,20222,18186,1000,920.5,681,570.6,600,451.1,No
26338,26000,F,2,Casado,42,0,0,0,0,0,0,3521.5,3188.9,2629.9,2780.4,2580.9,2705.2,250,300,300,250,250,200,No
26339,20000,F,2,Soltero,27,0,0,0,-1,-1,0,788.6,710.1,537.8,550.1,940.2,922.1,450,337.8,550.1,940.2,600,568.3,No
26340,24000,F,2,Casado,27,0,0,0,0,0,0,13334.8,13629.6,13943,14260.8,14543.7,14849.2,516,532.8,550,519.9,539.2,541.7,Si
26341,15000,F,1,Soltero,26,0,0,2,0,0,0,6542.1,6908.7,6315.6,5714.7,5338.3,4855.6,485,200,200,200,200,150,No
26342,29000,F,2,Soltero,26,0,0,0,0,-1,-1,1812.5,2080.7,9986,10000,301.5,2347.3,300,8000,300,301.5,2347.3,114.8,No
26343,14000,F,2,Soltero,27,0,0,0,0,0,0,12746.4,11934.6,8997.7,9238.1,8364.1,8631.6,600,400,400,300,400,400,No
26344,13000,F,1,Soltero,29,-2,-2,-2,-2,-2,-1,0,0,0,0,0,6204.3,0,0,0,0,6204.3,1653.3,No
26345,18000,F,1,Casado,29,-2,-1,0,0,-2,-2,0,28.7,526.4,152.1,0,0,28.7,529.3,152.3,0,0,0,No
26346,20000,F,1,Soltero,29,-1,-1,-1,0,0,-1,211.6,0,978.1,2931.3,4911.3,73.2,0,978.1,2000,2000,73.2,100.5,No
26347,23000,F,1,Casado,28,1,2,0,0,0,0,20712.8,19582.5,19965.9,15743.4,16000.9,15582.5,630,926.4,611.6,612.8,576.5,595.6,Si
26348,24000,F,2,Soltero,28,2,2,2,2,0,0,29418,27696.8,27658.5,25367.9,23230,21274.9,0,2255,0,845,780,697.5,No
26349,17000,F,1,Soltero,31,-2,-2,-2,-2,-2,-2,75.7,431.9,148.9,36.2,45.1,62,431.9,149.9,36.2,45.1,62,140,No
26350,12000,F,3,Soltero,31,-1,-1,-1,-1,-1,-1,39.6,39.6,39.6,39.6,39.6,110,39.6,39.6,39.6,39.6,110,39.6,No
26351,24000,F,1,Soltero,31,-2,-2,-2,-2,-2,-2,688.7,192.6,217.8,225.4,421.9,248.9,192.6,217.8,240.6,421.9,248.9,632.3,No
26352,9000,F,2,Casado,31,0,0,0,0,-1,0,1204.5,972,739.1,423.8,1800.3,1612.8,150,120,100,2100,150,200,No
26353,30000,F,2,Soltero,30,-2,-2,-2,-2,-2,-1,85,85,85,85,85,368.8,85,85,85,85,438.4,948,Si
26354,7000,F,3,Soltero,30,-1,2,0,0,0,0,7152.1,6804.1,6860.7,2787,2821.9,2881,0,233.2,175.1,110,103.4,127.2,No
26355,10000,F,2,Soltero,30,0,0,2,-1,0,0,241.9,312.3,17.7,117,39,0,217.7,0,117,0,0,1976,No
26356,11000,F,3,Casado,31,0,0,2,0,0,0,2239.6,2475.8,2254.6,2220.4,2210.7,2174.5,460.4,0,131.4,200,150,81,No
26357,18000,F,2,Casado,33,0,0,0,0,0,0,16583.9,15382.8,15805,14902.3,13579.8,11266.6,2006.4,3003.2,2002.7,4000,1000,0,No
26358,50000,F,1,Soltero,32,0,0,0,0,0,0,42271.3,40620.4,41566.4,42339.2,39925,36262.7,1500,1600,1500,1400,1318,1400,No
26359,8000,F,3,Casado,32,2,0,0,0,2,0,2685.6,2475.8,2304.4,2291.9,2189,2200.3,170,140,240,0,100,150,No
26360,28000,F,1,Soltero,32,-2,-2,-2,-2,-2,-2,585.5,1364.5,912.7,965.6,4143.4,2173.2,1371.3,917.1,970.5,4164.1,2183.8,565.9,No
26361,28000,F,1,Soltero,33,-2,-2,-2,-2,-2,-2,253.3,299.7,1405.9,269.3,69.7,577.6,299.7,1405.9,269.3,69.7,577.6,267.1,No
26362,12000,F,1,Casado,35,-1,-1,-1,-1,-1,-1,52.5,245.8,806.7,80.2,270.6,359.7,245.8,815.2,80.2,270.6,359.7,140,No
26363,9000,F,2,Casado,35,-1,0,0,-1,-1,-1,548.8,238,0,170,170,0,100,0,170,170,0,166.4,No
26364,17000,F,2,Soltero,34,-1,-1,-1,-1,-1,-1,310.5,159.9,112.2,169.2,64.8,0,159.9,112.2,169.2,64.8,0,63.1,No
26365,5000,F,2,Soltero,34,0,0,0,0,0,0,3167.3,2757.2,2902.2,2936.8,1693,1728.4,144.9,189.9,124.5,57.6,59.6,57.8,No
26366,5000,F,3,Casado,34,-1,-1,-1,-1,0,0,39,39,39,1177.9,1161.5,1146.6,39,39,1177.9,40.3,41.5,40.6,No
26367,23000,F,1,Soltero,38,0,0,0,0,0,0,21757.8,22402,22731.1,18450,12819,13088.3,984,875,747,454,471,475,No
26368,18000,F,2,Otros,48,-1,-1,-1,-1,-2,-1,86,10.2,85.1,0,34.6,159.2,10.2,85.1,0,34.6,159.2,109.8,Si
26369,4000,F,3,Soltero,43,0,0,0,0,0,-2,2644.9,2207.2,1908.5,1755,0,0,130.3,166.5,100,0,0,0,No
26370,36000,F,2,Soltero,42,-1,0,-1,-1,-1,-1,2408.1,1423.1,2304,565.1,701.7,649.5,606.8,2315.4,567.9,705.2,652.7,460.1,No
26371,36000,F,2,Casado,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
26372,17000,F,1,Casado,45,0,0,0,0,0,0,16638.8,16524.3,15668.8,15140.5,12709,12638.8,730,706.7,644.3,461.7,471.1,467.3,No
26373,2000,F,3,Casado,35,-1,2,2,2,2,0,1705.6,1880.3,1805.5,2057.8,1981.3,2019.7,250,0,300,0,100.1,170,No
26374,24000,F,2,Casado,43,-1,-1,-2,-1,-1,-1,5.4,0,0,17.7,19.9,55.9,0,0,17.7,20,55.9,0,No
26375,10000,F,1,Casado,39,0,0,0,2,2,2,299.8,388.5,729.8,703.2,791.3,764.2,110,350,0,100,0,500,Si
26376,10000,F,1,Casado,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
26377,11000,F,2,Soltero,40,0,0,0,0,0,0,11172,8687.7,13318.7,6502.5,6277.7,6210.5,340.6,235.7,223.9,361.7,224.7,250,Si
